"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10"
"Uptown","Harrisburg","PA","Harrisburg-Carlisle","Dauphin County",468,64450,67900,68400,65000,59900,59900,59900,54900,54900,52900,51900,50000,51900,49950,50000,50000,50000,50000,53400,52450,49900,50000,50000,49900,46000,49900,49900,47000,49900,49900,49900,49900,49900,49900,49900,49900,45050,45050,45000,45100,48250,49900,49900,49900,49900,49900,49900,48700,49900,49900,49900,48700,48700,52900,49900,52900,59900,54900,54900,50000,54900,49900,49900,47900,50000,49950,49900,53000,50000,49000,49450,45000,49000,48999,49450,48999,49000,45000,45450,45900,45450,44983,45000,44983,45000,48950,49900,50000,50000,50000,54949,51500,56500,52591.5,50000,49949.5,49999,43400,39900,40850,44983,46125,44983,47250,50000,49950
"Robla","Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280000,264750,249000,275000,262500,275000,289000,282000,279000,290000,285000,293000,285000
"Rabbit Creek","Anchorage","AK","Anchorage","Anchorage Borough",470,,,,,,,,,,,,,,,,,187000,180000,164450,158000,159000,176500,175000,192500,187450,175000,150000,160000,149500,168500,175000,175000,175000,173500,173500,175000,185500,179000,175000,175000,185000,174950,174950,180000,175000,180000,179500,180000,179750,175000,175000,159500,154500,150000,150000,152250,154900,157150,149500,149750,150000,170000,169900,169950,170950,174000,174000,174000,174000,174450,179950,179900,174000,169900,169000,169000,169000,169000,164900,160000,159900,160000,159500,150000,149500,159250,157000,169000,164900,164400,164700,164700,169000,167000,167000,169700,169000,169000,166700,169000,169000,164700,163600,166250,167625,165625
"Taylor Berry","Louisville","KY","Louisville/Jefferson County","Jefferson County",471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62225,59925,64900,64500,63799.5,63999,62500,62750,59925,59000,58399,64000,64000,64700,57500,60000,69700,66100,65000,64900,61250
"South East Lake","Birmingham","AL","Birmingham-Hoover","Jefferson County",472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39000,39000,39900,39900,39900,43949.5,43949.5,43949.5,41699.5,42999,49900,47500,47700,45000,39888,38000,44580,47900,45500,43500,44900,44900,44950,42900,45000,46900,49900,49900,46900,42500,42500,40000,42700,43500,42500,43500,42500,42200,43000,40000,41250,39900,39900,41000,45000,42499,46250
"Coldstream Homestead Montebello","Baltimore","MD","Baltimore-Columbia-Towson","Baltimore City",473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000,36000,35000,37000,40000,37000,32400,33650,34900,37000,40000,40000,45000,49900
"Bloomfield-Allen","Des Moines","IA","Des Moines-West Des Moines","Polk County",474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60900,62900,62900,62900,62900,62900,62900,62900,62900,62900,61900,59900,59900,62900,60900,59900,58900,58900,58900,59900,59900,59900,59900,62900,59900,59900,58900,59400
"Homeacre-Lyndora","Butler","PA","Pittsburgh","Butler County",475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43000,43000,44500,45200,52500,52500,51950,49900,49900,53900,55900,55000,55900,55900,55900,61450,65000,65000,65000,65000,65000,65000,61500,57450,65000,65000,65000,65000,65000,66950,68950,69450,68900,69000,69900,65450
"Midtown","Harrisburg","PA","Harrisburg-Carlisle","Dauphin County",476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85000,89895,89900,93250,98500,101450,1e+05,98500,98500,96700,96700,96750,89999,94900,89949.5,89900,79900,79900,84700,94900,90950,94950,89950,90150,89900,88500,89500,89500,94500,95000,96500,93200,95000,95950,97450,93900,93900,99900,103000,95000,98500,95000,94950,97250,95500,107000,102400,113950,114900,109900,109900,112900,114900,104900,104900
"Sea Pines","Hilton Head Island","SC","Hilton Head Island-Bluffton-Beaufort","Beaufort County",477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159000,159000,159500,159000,150000,149500,149500,149000,155000,147950,149500,154750,149000,159500,162500,169000,169900,166950,160750,158000,163750,169000,165000,165000,159450,163750,162500,165000,156500,156500,159000
"Waltherson","Baltimore","MD","Baltimore-Columbia-Towson","Baltimore City",478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135000,132000,127400,129998,130999,135000,129998,129999,125000,125000,125000,122900,119500,125000,146950,136000,120000,139200,127250,127000,138250,137900,144950,136450,134950,135000,130000
"Torringford","Torrington","CT","Torrington","Litchfield County",479,164900,166338.5,160000,164888.5,159900,161000,168500,164900,160000,163500,159000,159150,159700,159000,149950,150000,150000,160000,157900,158900,166450,156400,161400,159900,149900,149900,151900,154450,149900,149000,139900,149000,144900,144900,139900,139900,137900,137900,124950,126000,135900,137500,138700,139900,140000,139900,138000,134900,129900,134200,134500,134900,134700,139900,148900,139900,139350,130000,129900,129900,129900,123950,127500,128520.5,130000,134000,135000,135000,137750,134500,129500,122215,119515,120000,120000,122500,123750,123750,129307,129900,119900,129900,139250,139000,135000,134900,134950,135000,138700,139900,157450,149900,151825,159900,155900,139900,136400,132900,151900,153700,150000,159900,149900,144560,145000,137400
"New Aurora-English Turn","New Orleans","LA","New Orleans-Metairie","Orleans Parish",480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62500,65000,65000,65000,65000,69900,69900,65000,69900,69900,69900,64900,62450,59950,62450,60000,60000,60000,59000,57000,59900,57000,59000,60000,69900,67450,69900,72450,70000,69900,69900,67000,67000,64950,69900,75000,75000,79000,75000,75000,69900,67000,69450
"Union Park","Des Moines","IA","Des Moines-West Des Moines","Polk County",481,82500,80000,79900,79900,79900,79900,82500,80000,80000,80000,77000,68000,68000,68900,69900,69900,71750,70000,69900,69894,72450,74900,69894,70000,69900,71894,66750,63250,72400,75000,70000,70000,75900,79900,79900,78900,79900,82250,79950,72500,75000,74900,74900,70000,74900,74900,74200,73500,72500,73500,74900,79949.5,76500,77900,78450,77450,74950,74950,73750,74500,75000,72500,71500,75000,74950,79000,82000,79995,83500,79995,79200,81500,83450,84950,79250,78700,78700,75500,77900,85500,84900,78900,84900,85000,75000,87150,88675,84400,91475,82200,89950,94950,93000,89900,89900,89900,89900,84950,85000,89000,95000,95000,95000,105000,112400,109900
"Glenham-Belford","Baltimore","MD","Baltimore-Columbia-Towson","Baltimore City",482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124900,124950,129900,127000,129000,129000,119900,124900,124900,124900,129900,127400,130000,129450,125000,130000,129900,122450,130000,140000,140000,131000
"Town Plot","Waterbury","CT","New Haven-Milford","New Haven County",483,139700,139900,139900,135900,129900,135000,134100,134100,134900,131400,134900,129900,129900,124999,124900,125000,127900,129900,129000,129900,128450,124900,118950,119900,119900,129900,119000,129900,124900,124900,124900,119450,119900,123200,119900,115500,109450,111650,109900,109900,109900,109900,109900,109900,111950,109900,109900,114450,114000,105000,104950,102400,104950,104900,109900,105450,107100,109900,105000,109900,119000,112500,111200,113500,114700,104950,104900,102450,1e+05,104900,1e+05,99950,99950,99900,104900,102000,102000,100950,109900,104900,112500,109900,109900,104900,98000,94100,110700,112750,122400,114950,115000,115000,115000,115000,116250,119950,116500,124700,124700,124900,129900,128000,124900,116750,116250,123499.5
"Chugiak","Anchorage","AK","Anchorage","Anchorage Borough",484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85000,80000,80000,87500,95000,98500,96750,85000,90000,87450,93950,95000,98750,93950,99000,92500,97000,95000,95000,96750,87500,90000,85000,99500,115000,100500,1e+05,1e+05,1e+05,107000,110000,110000,99500,84250,97000,99000,97000,99450,99000,99000,97000,99000,93200,92250,97000
"Hegewisch","Chicago","IL","Chicago-Naperville-Elgin","Cook County",485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124900,115000,115000,119900,119500,127900,129900,130000,134900,129950,125400,128000,120000,124450
"Bellevue","Schenectady","NY","Albany-Schenectady-Troy","Schenectady County",486,117900,109899.5,105475,107425,105475,105000,99900,99900,109700,109900,109450,105000,1e+05,108000,102450,99000,99000,98000,93500,90000,89950,89950,89900,86900,83500,82500,85000,79450,79000,82450,84950,89900,89900,89900,89000,84979.5,87900,84929.5,85429.5,95400,95900,96900,89900,89000,92400,95000,99000,99500,99638.5,99000,95000,95000,93500,89900,89638.5,89900,89900,90000,90000,89700,89900,89900,90900,89900,91900,89900,89900,89900,89899,87500,86500,85000,84950,83250,84900,84900,84900,82950,82950,83000,80000,79900,74900,74900,74900,69900,69900,69900,72000,84900,89400,87900,90000,90000,89900,89900,85000,89900,94900,94900,94900,85000,94900,94950,99949.5,99900
"Fairmount Park","Norfolk","VA","Virginia Beach-Norfolk-Newport News","Norfolk City",487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135000,118000,118000,114950,113450,127500,125350,131500,146000,145000,138950,144900,138950
"Imperial Point","Fort Lauderdale","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114799,98700,106250,105000,1e+05,96950,104700,102200,101360.5,114000,114000,112349.5,114849.5,105000,109000,105000,114799,114950,115000,115000,115000,110000,110000,115000,114500,114500,115000
"Franklin Park","Franklin","NJ","New York-Newark-Jersey City","Somerset County",489,215000,220000,225000,225000,222000,219900,225000,219900,219000,218900,219000,219900,219000,216250,214900,218100,219250,212000,208000,207500,208900,209000,208000,208950,206200,204900,206950,199900,192900,190000,192900,188000,184999,179900,185000,183499.5,178900,175000,179000,178500,180000,194250,199000,198000,198000,194000,192000,187750,189950,189900,189900,189900,189900,189950,184995,179900,184000,179900,179900,174900,179500,184500,185000,185000,185000,188950,185350,187000,189700,189900,185000,184900,182449.5,183900,187000,194450,190000,192500,204900,193450,189900,195000,184900,175000,184900,197000,207500,210000,205000,219900,217900,204900,198000,199900,195000,185000,184450,197250,219949.5,214900,219900,219450,222400,219450,214950,217450
"The Island","Venice","FL","North Port-Sarasota-Bradenton","Sarasota County",490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148000,154499.5,139900,140000,133000,134900,137450,132450,134750,140000,155000,149000,139900,154900,152400,149900,139750,141950
"Fountain Square","Indianapolis","IN","Indianapolis-Carmel-Anderson","Marion County",491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62500,60000,63900,62500,62500,69500,69500,74900,71000,69950,82400,85000,80000
"West Central","Springfield","MO","Springfield","Greene County",492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49500,51000,54000,52000,54900,55000,55000,62500,62900,64500,63900,59900,59900,56200,57500,50000,57950,59900,59900,64900,64900,62000,59950,55950
"Buckley","Manchester","CT","Hartford-West Hartford-East Hartford","Hartford County",493,,,,,,,,169900,169900,174900,174900,173000,169900,166900,164900,164900,169000,169000,167900,165000,159700,159500,154999,159900,154999,153000,146200,150000,154900,153950,153000,163800,156450,153000,151500,153000,154900,159900,149900,149900,151900,149900,151900,149900,149900,149900,154950,154900,154900,149900,146900,148400,153400,151950,149900,141247.5,139900,139900,139900,138500,129900,124900,129900,137900,132450,139900,139900,139900,148554,147527,149227,139900,149227,148482,148727,133569,134900,144950,148500,151000,157900,149900,149900,139900,139900,154000,154900,156425,158500,144900,157900,159900,159900,158400,159000,159900,158400,159900,158400,155900,155000,155900,158450,159900,159900,154900
"Black Rock","Buffalo","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County",494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68995,69900,62250,69900,71997.5,59900,59900,58700,55900,64900,64900,64900,64900,66000,65000,68450,66000
"Linden Heights","Dayton","OH","Dayton","Montgomery County",495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49950,49900,51000,48110,46250,49900,49900,49900,49400,49900,44500,47150,49900,49900,51200,49900,49900,49900,49900,55000,52900,51200,48900,48900,44100,48900,49400,54900,50250,50400,53900,50000,54000,54900,54000,45000,47900,44950,45000,49500,49900,52500,51200,49900,54900,55000,54900,54900,55250,58490,59000,59450,60000,59900,59900,59000,57900,54900,54950,49900,49900,49900,54950,54900,55000,58000,60000,60000,69900,69900,69900
"Indianola Hills","Des Moines","IA","Des Moines-West Des Moines","Polk County",496,,84900,79900,85000,79900,79900,79400,79900,77900,79900,78450,74900,72000,64900,64900,70000,69900,69900,67920,67920,64900,68500,69900,69900,69700,69700,64900,68000,69900,70000,69950,69950,74900,69950,78900,79900,72950,68000,69900,80000,84900,79900,80000,82950,86000,80850,78950,78700,76250,72000,73500,77500,79900,79950,75000,79800,81750,79900,83250,82750,82000,84900,84950,84900,89900,95000,89000,85350,85700,84900,85350,89500,89700,89900,89900,89900,96200,97500,97750,95950,97200,99000,99900,99450,95900,92560,95000,97000,99700,104900,106950,106950,96900,99000,99900,95000,92447.5,89900,90136,83000,84000,84900,97400,99000,112450,115000
"Mustang-Padre Island","Corpus Christi","TX","Corpus Christi","Nueces County",497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39900,39900,42000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45450,45000,47250,45000,45000,45000,45000,45000,45000,45000,45000,45000,47500,47250,47000,48000,48000,49900,50000,50000,50000,52500,51500,53000,55000,53000,55000,55000,55000,55000,57250,57250,57500,59900,57500,57500,65000,59000,59000,67450,65000,67450,68000,68000,69250
"Lincoln Park","Duluth","MN","Duluth","Saint Louis County",498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70476.5,79900,79800,79850,79900,79900,79000,79900,79000,79000,79000,77676,78900,79450,79000,78900,74950,79900
"Yarmouth Port","Yarmouth","MA","Barnstable Town","Barnstable County",499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175000,194900,217300,217900,216150,217900,219900,223700,209950,2e+05,212000,212000,212000,218000,222500,255000,269900,279450,274450,274900
"Lauderdale West","Plantation","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105000,114900,118000,109000,117000,119000,119900,119700,115000,119500,119450,126250,125750,126750,125000,124700,124750,123750,129998,142450,129350,129700,129700,150000,159450,155000,147950,155000,144999.5,149500,149500,156385,159950,157885,158500,165000,165000,159999,165000,174950,175000,175000,176500
"Awbrey Butte","Bend","OR","Bend-Redmond","Deschutes County",501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199000,199000,199000,199250,199500,199500,199000,199000,199000,215000,205000,2e+05,199500,199700,202450,202450,199250,199000,190000,189000,185000,199900,204875,219000,219000,214500,210000,210000,199900,199900,199000,209000,220000,220000,210000,215000,212500,219000,215000,215000,210000,199000
"Gravois Park","Saint Louis","MO","St. Louis","Saint Louis City",502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49900,48450,55000,52450,44500,49900,49900,53000,55000,45900,45000,50000,55000,57850
"South Semoran","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49900,49500,47900,52500,55000,57500,59900,59900,50000,55000,52450,54900,59900,63700,62000,59900,55500,59445,59445,62000,64000,60000,64000,63500,63000,59900,59900,59972.5,60000,62000,61900,62000,64900,64700,64900,65000,65500,67500,67750,68719.5,68700,69000,69900,68769.5,67000,72000,72000,74900,74900,72950,75000,74950,75000,75000,74997.5,78950,82000,79950,79500,79950,84900,92000,85000,97400,99050,1e+05,100950,91000,93250,92750,99700,95000,99950,104000
"Chickasaw","Louisville","KY","Louisville/Jefferson County","Jefferson County",504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38450,38900,37500,39200,43000,46500,49500,49500,45000,39900,40000,44925,42250,49450,50950,49043,50950
"Blue Hills","Kansas City","MO","Kansas City","Jackson County",505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40950,39947.5,35500,37500,40950,39900,39900,40000,38568.5,40950,39450,40000,45000,45000,45000,44900,45000,47500,49999,49999
"Sherwood Forest","Jacksonville","FL","Jacksonville","Duval County",506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69900,69900,76000,80500,69950,70000,74950,75000,77600,80000,74900,76350,77700,76350,87350,85700,76900,79000,90250,90250,95000
"Beach","Pompano Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162500,164900,159900,159450,163000,165900,166900,167000,169450,171000,171000,168400,160000
"McKinley","Kenosha","WI","Chicago-Naperville-Elgin","Kenosha County",508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105169,109900,110000,114900,110500,113900,115000,119700,110450,110000,109950,110000,117400,129900,129900,127700,125500,129900,129900,128000
"South Hagginwood","Sacramento","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County",509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190000,186950,179900,187000,169000,189500,199888,199000,197500,199250,196249.5,192499.5,194999
"Highlands","Portsmouth","VA","Virginia Beach-Norfolk-Newport News","Portsmouth City",510,129900,131200,136000,139900,136000,135000,129900,126000,127000,128900,125000,123000,115000,114000,104272,104772,109900,115000,109900,109000,99500,99875,99900,105000,105000,105000,99999,98950,98950,1e+05,1e+05,1e+05,110000,109900,1e+05,94000,89900,88925,97450,88950,99450,104950,104950,112500,109450,109000,111000,110000,112500,109900,110000,118000,115000,119000,114950,109900,106950,104900,106950,111000,99950,99900,99900,93450,87000,92950,99500,95400,99500,110000,109000,110000,110000,114950,111950,111900,114325,115450,115450,110900,99225,111999.5,111750,115000,119000,119000,119000,110000,110000,94000,108900,105000,110000,122500,125000,125000,124450,129500,130000,123950,129325,125250,129200,129350,114200,114900
"University","Jonesboro","AR","Jonesboro","Craighead County",511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46500,49000,41500,45000,41000,41000,41000,41000,41000,41000,41000,41500,41500,41500,41500,41500,41500,41500,41500,41500
"South Deering","Chicago","IL","Chicago-Naperville-Elgin","Cook County",512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79900,80950,85000,80600,70600,65000,65000,75000,75000,65000,75000,75000,75000,75497.5,79900,79900,84900,82400,82450,95000
"Roebuck","Birmingham","AL","Birmingham-Hoover","Jefferson County",513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55000,59500,56250,60500,60250,64950,64900,59900,60200,64900,65000,65000,69700,69500,64950
"Far Southside","Abilene","TX","Abilene","Taylor County",514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34500,29900,29900,29900,29900,29900,29900,29900,29900,29900,29900,29900,29900,29900,29900,29900,29900,29900,29900,29900,29900,29900,29900,29900,29900,27500,29000,29000,29900,29900,29900,29900
"Eastern Shores","North Miami Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140000,140000,144900,145000,149950,149900,150000,152000,152000,155000,159900,159000,158400,155000,144950,146950,140000,152000,145000,147984.5,147500,149900,149900,149950,150500,162000,160000,167000,169000,165000,165000
"Westhaven","Portsmouth","VA","Virginia Beach-Norfolk-Newport News","Portsmouth City",516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95000,99900,114900,106000,116500,125000,114900,117500,113900,115500,109000,117750,107500,114900,120000,117500,116000,118250,117500,119000,122000,124900,124900,125000,118450,127900,129900,130000,130497.5,130000,129950,121900,119850,124900,119000,116500,115750,115000,109995,112400,120000,119900,125000,125000,119900
"Doling Park","Springfield","MO","Springfield","Greene County",517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62450,59900,59900,58900,58700,59900,56900,64900,69900,67400,67400,69900,69900,73900,74900,74900,72500,68387,68000,64750,67900,64900,64950,67000,63597.5,61492,64950,69900,66500,65000,69043.5,74134,69450,69900,69155,68693.5,62147.5,71400,77450,72250,75000,73500
"Woodstock","Jacksonville","FL","Jacksonville","Duval County",518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44900,47250,47000,44900,44000,47000,44000,42277,44900,44950,49900,50000,49450,46500,46000,49850,49500
"Downtown Neighborhood","Little Rock","AR","Little Rock-North Little Rock-Conway","Pulaski County",519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29900,30000,30000,34900,34900,35000,35000,35000,34950,30000,35000,35000,37500,35000,35000,35000,32870,34999.5,30000,32870,35000,35000,35000,34950,35000,35000,35000
"Holiday City South","Berkeley","NJ","New York-Newark-Jersey City","Ocean County",520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150750,158250,159000,159000,163950,169000,159900,164900,159900,154450,157950,158500,159000,158750,153500,161900,159000,169900,179500,180750,189000,189450,189900,179900,182394,182394,179900,187000,182499.5,188499.5,189450,194900,199900,217900,206000,213900,216838.5,199900,189900
"Villages of Oriole","Delray Beach","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County",521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115950,114999,114999,114500,114000,113950,110000,110000,118500,119999,119949.5,122500,118000,118900,118450,121250,119900,117500,114950,124000,127200,129000,129900,132950,129900,126000,128700,123000,125000,124900,124900,133450
"Vamo","Sarasota","FL","North Port-Sarasota-Bradenton","Sarasota County",522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119900,115000,115000,114950,99000,110000,110000,114900,110500,110500,99900,1e+05,98400,94900,99900,102400,99900,113950,108250,105000,110250,99900,92200,99000
"Prentis Park","Portsmouth","VA","Virginia Beach-Norfolk-Newport News","Portsmouth City",523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70000,74900,78450,70900,69900,75000,79900,69950,70000,69000,75000,74950
"Woodland Heights","Springfield","MO","Springfield","Greene County",524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59900,59900,56000,62000,59900,59900,56000,54900,54000,49900,52900,49900,54000,59900,59900,59900,58950,59000,56000,57200,54950,54900,57400,59900,59950,59950,64949.5,66250,67750,64999,69900,59900,61450,60000,64900,64900,65450,59900,58982.5,57782.5,59900,59900,59900,61200,59900,59900,65000,75000,75000,73700,70950,69900,63000,65000,62450,59900
